gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RevenueScore,AvgMonthlySpend,TenureGroup,Cluster,CustomerSegment,ChurnProbability,RiskLevel,Recommendation
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,6849.4,0,6798.25,95.13055555555556,Loyal,1,Premium Customers,0.05918383488372298,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.4,203.95,0,195.2,22.66111111111111,New,2,Growing Customers,0.08687591560900403,Low,Monitor onboarding progress
Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,0,2049.6,34.148387096774194,Loyal,0,Loyal Customers,0.06196456549841281,Low,Upsell premium services
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,6565.85,0,6512.400000000001,89.94315068493151,Loyal,1,Premium Customers,0.023038561264010212,Low,VIP rewards and premium engagement
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,0,420.0,70.79166666666667,New,3,At-Risk High-Value Customers,0.7870086386252833,High,Immediate retention campaign and discount
Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,0,3302.6000000000004,66.137,Loyal,0,Loyal Customers,0.008590535245850342,Low,Upsell premium services
Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,0,157.6,18.766666666666666,New,2,Growing Customers,0.1806155462518261,Low,Monitor onboarding progress
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.35,253.8,0,241.05,63.45,New,3,At-Risk High-Value Customers,0.7470883361721082,Medium,Targeted engagement campaign
Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,197.4,0,176.4,19.74,New,2,Growing Customers,0.025971363274811525,Low,Monitor onboarding progress
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.2,3838.2,0,3631.4,56.44411764705882,Loyal,0,Loyal Customers,0.008581758885954431,Low,Upsell premium services
Male,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,0,2079.2000000000003,43.93936170212766,Established,0,Loyal Customers,0.09867162921151137,Low,Upsell premium services
Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.1,5064.45,0,5031.7,74.47720588235293,Loyal,1,Premium Customers,0.036046461449611406,Low,VIP rewards and premium engagement
Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.7,1140.05,0,1083.5,20.358035714285712,Loyal,0,Loyal Customers,0.023357221508088517,Low,Upsell premium services
Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,0,2400.75,71.98382352941177,Established,3,At-Risk High-Value Customers,0.1857237238036626,Low,Monitor usage patterns
Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1263.9,0,1243.1,20.061904761904763,Loyal,0,Loyal Customers,0.004716746168022425,Low,Upsell premium services
Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,1,45.95,22.975,New,2,Growing Customers,0.34389278972727083,Low,Monitor onboarding progress
Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,1838.15,0,1920.8,36.763000000000005,Loyal,0,Loyal Customers,0.21446035157380172,Low,Upsell premium services
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,0,44.75,22.375,New,2,Growing Customers,0.5709861455026897,Medium,Personalized onboarding and engagement
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.65,1185.0,0,1157.1,79.0,Growing,3,At-Risk High-Value Customers,0.5769743991921328,Medium,Targeted engagement campaign
Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,0,1690.2,91.7842105263158,Growing,3,At-Risk High-Value Customers,0.4082393693396865,Low,Monitor usage patterns
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,70.15,1,70.15,35.075,New,3,At-Risk High-Value Customers,0.8223198220392735,High,Immediate retention campaign and discount
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,1,85.55,42.775,New,3,At-Risk High-Value Customers,0.8121486745527252,High,Immediate retention campaign and discount
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.15,8529.5,0,8434.800000000001,116.84246575342466,Loyal,1,Premium Customers,0.05296514627278682,Low,VIP rewards and premium engagement
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.45,0,6352.0,100.76076923076924,Loyal,1,Premium Customers,0.03634109172855267,Low,VIP rewards and premium engagement
Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.55,7806.5,0,7765.95,111.52142857142856,Loyal,1,Premium Customers,0.06418347825605752,Low,VIP rewards and premium engagement
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,25.7,0,25.7,12.85,New,2,Growing Customers,0.4318271681354741,Low,Monitor onboarding progress
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,6287.3,0,6411.3,87.32361111111112,Loyal,1,Premium Customers,0.012250391639849471,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,0,3260.4,48.53507462686567,Loyal,0,Loyal Customers,0.02288693812010685,Low,Upsell premium services
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,50.6,0,38.8,16.866666666666667,New,2,Growing Customers,0.16967206997801887,Low,Monitor onboarding progress
Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.7,7904.25,0,7788.7,109.78125,Loyal,1,Premium Customers,0.0451298960314667,Low,VIP rewards and premium engagement
Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,0,673.75,60.82916666666667,New,3,At-Risk High-Value Customers,0.21178731625527045,Low,Monitor usage patterns
Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,0,2599.1,55.29270833333334,Established,0,Loyal Customers,0.0696404960863091,Low,Upsell premium services
Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,2416.55,1,2460.5,67.1263888888889,Established,3,At-Risk High-Value Customers,0.367777945393842,Low,Monitor usage patterns
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.35,3520.75,1,3403.2,106.68939393939394,Established,3,At-Risk High-Value Customers,0.4406217539342918,Low,Monitor usage patterns
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95,0,6225.0,97.86803278688524,Loyal,1,Premium Customers,0.3076669593671586,Low,VIP rewards and premium engagement
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,226.8,0,214.5,18.9,New,2,Growing Customers,0.06293398660359449,Low,Monitor onboarding progress
Female,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,0,1145.5,36.09166666666667,Established,2,Growing Customers,0.04660940597023826,Low,Monitor onboarding progress
Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,0,547.0500000000001,25.71590909090909,Growing,2,Growing Customers,0.3212908732368037,Low,Monitor onboarding progress
Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,0,4370.4,89.19897959183673,Established,1,Premium Customers,0.400933221510024,Low,VIP rewards and premium engagement
Female,0,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.65,90.05,0,88.94999999999999,22.5125,New,2,Growing Customers,0.34371241068595515,Low,Monitor onboarding progress
Female,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.2,2169.4,0,2158.6,49.304545454545455,Established,0,Loyal Customers,0.05979893796996998,Low,Upsell premium services
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.3,550.6,0,526.5,91.76666666666668,New,3,At-Risk High-Value Customers,0.7354542035520724,Medium,Targeted engagement campaign
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,0,55.45,27.725,New,2,Growing Customers,0.6562959027533274,Medium,Personalized onboarding and engagement
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45,6300.85,0,6066.95,87.51180555555555,Loyal,1,Premium Customers,0.04281737329939334,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.8,160.05,0,158.4,17.783333333333335,New,2,Growing Customers,0.08042710135256728,Low,Monitor onboarding progress
Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6,0,474.0,48.51111111111111,New,2,Growing Customers,0.5906688083609808,Medium,Personalized onboarding and engagement
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.7,1781.35,0,1814.0,84.82619047619048,Growing,3,At-Risk High-Value Customers,0.5312744496697281,Medium,Targeted engagement campaign
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.7,3467.0,1,3422.1,101.97058823529412,Established,3,At-Risk High-Value Customers,0.2515335868089641,Low,Monitor usage patterns
Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5,0,5612.55,77.11805555555556,Loyal,1,Premium Customers,0.10585930462864171,Low,VIP rewards and premium engagement
Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.7,2835.5,0,2811.7000000000003,88.609375,Established,3,At-Risk High-Value Customers,0.41532943313894133,Low,Monitor usage patterns
Female,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95.0,3591.25,0,3610.0,92.08333333333331,Established,1,Premium Customers,0.14505302283240923,Low,VIP rewards and premium engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,1,88.35,44.175,New,3,At-Risk High-Value Customers,0.9009631824581613,High,Immediate retention campaign and discount
Female,0,Yes,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,63.75,0,60.5,21.25,New,2,Growing Customers,0.4618479365069918,Low,Monitor onboarding progress
Female,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,0,598.2,47.47307692307693,New,2,Growing Customers,0.5539222413384173,Medium,Personalized onboarding and engagement
Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.0,870.25,0,837.0,87.025,New,3,At-Risk High-Value Customers,0.2760425497445402,Low,Monitor usage patterns
Male,1,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.55,601.25,0,600.05,50.10416666666666,New,2,Growing Customers,0.2548415222207721,Low,Monitor onboarding progress
Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,111.65,0,118.2,15.95,New,2,Growing Customers,0.12829925260165564,Low,Monitor onboarding progress
Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.8,6046.1,0,6020.8,83.97361111111111,Loyal,1,Premium Customers,0.03228432245229147,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,0,3966.9,91.25116279069768,Established,1,Premium Customers,0.1362168252467012,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,777.3,1,753.6,86.36666666666666,New,3,At-Risk High-Value Customers,0.6934872736786263,Medium,Targeted engagement campaign
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.45,1,481.25,85.40833333333335,New,3,At-Risk High-Value Customers,0.712078549128204,Medium,Targeted engagement campaign
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,141.45,1,141.4,47.15,New,3,At-Risk High-Value Customers,0.7428178903653277,Medium,Targeted engagement campaign
Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,892.15,0,938.25,19.394565217391303,Established,0,Loyal Customers,0.006654190962767262,Low,Upsell premium services
Male,0,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.0,1682.05,0,1680.0,58.00172413793104,Established,3,At-Risk High-Value Customers,0.13960019696863882,Low,Monitor usage patterns
Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.45,3398.9,0,3459.35,77.24772727272727,Established,1,Premium Customers,0.28926416118881026,Low,VIP rewards and premium engagement
Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,0,5097.0,81.7188524590164,Loyal,1,Premium Customers,0.03679851741628297,Low,VIP rewards and premium engagement
Female,0,Yes,No,42,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.55,1445.3,1,1409.1,33.61162790697674,Established,0,Loyal Customers,0.04711660735914421,Low,Upsell premium services
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,0,347.55,38.19375,New,2,Growing Customers,0.07575939284684483,Low,Monitor onboarding progress
Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,507.9,0,505.0,19.534615384615385,Established,2,Growing Customers,0.050152430028922834,Low,Monitor onboarding progress
Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,1,3782.0,88.79146341463414,Established,1,Premium Customers,0.48594385812858537,Low,VIP rewards and premium engagement
Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,0,2713.5,95.48035714285712,Established,3,At-Risk High-Value Customers,0.39704769379172744,Low,Monitor usage patterns
Male,0,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.8,0,357.5,35.43636363636364,New,2,Growing Customers,0.29308952714241693,Low,Monitor onboarding progress
Female,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,0,2334.15,85.75178571428572,Established,3,At-Risk High-Value Customers,0.4068470985634683,Low,Monitor usage patterns
Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),53.8,651.55,0,591.8,54.29583333333333,New,2,Growing Customers,0.0811380768991851,Low,Monitor onboarding progress
Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,0,154.2,31.22,New,2,Growing Customers,0.354454957676401,Low,Monitor onboarding progress
Male,0,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,0,2713.2,40.5268115942029,Loyal,0,Loyal Customers,0.1476790774521132,Low,Upsell premium services
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,0,70.05,35.025,New,3,At-Risk High-Value Customers,0.8254315690155412,High,Immediate retention campaign and discount
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,0,361.8,21.42368421052632,Growing,2,Growing Customers,0.03871356558641862,Low,Monitor onboarding progress
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,1,6438.150000000001,111.46551724137932,Loyal,1,Premium Customers,0.09144360684438485,Low,VIP rewards and premium engagement
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,511.25,0,527.8000000000001,18.935185185185187,Established,2,Growing Customers,0.12942872238037906,Low,Monitor onboarding progress
Female,0,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,646.05,0,606.05,35.891666666666666,Growing,2,Growing Customers,0.28063439116601724,Low,Monitor onboarding progress
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9,35.9,1,35.9,17.95,New,2,Growing Customers,0.6566461119340972,Medium,Personalized onboarding and engagement
Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.25,3777.15,1,3771.5,96.85,Established,1,Premium Customers,0.4561668737142301,Low,VIP rewards and premium engagement
Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.95,4903.15,0,4894.05,81.71916666666667,Loyal,1,Premium Customers,0.09150545150774742,Low,VIP rewards and premium engagement
Male,0,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,55.65,1653.85,0,1669.5,53.35,Established,3,At-Risk High-Value Customers,0.028339983486616586,Low,Monitor usage patterns
